beep,pulseRate,pulseWaveform,bloodSpO2,time,
True,70,189,97,2018-06-13 11:45:12.537532,
True,70,187,97,2018-06-13 11:45:12.554212,
False,70,185,97,2018-06-13 11:45:12.570857,
False,70,183,97,2018-06-13 11:45:12.587522,
False,70,180,97,2018-06-13 11:45:12.604172,
False,70,178,97,2018-06-13 11:45:12.620860,
False,70,176,97,2018-06-13 11:45:12.637536,
False,70,173,97,2018-06-13 11:45:12.654229,
False,70,171,97,2018-06-13 11:45:12.670848,
False,70,168,97,2018-06-13 11:45:12.687520,
False,70,167,97,2018-06-13 11:45:12.704202,
False,70,165,97,2018-06-13 11:45:12.720830,
False,70,163,97,2018-06-13 11:45:12.737535,
False,70,161,97,2018-06-13 11:45:12.754175,
False,70,159,97,2018-06-13 11:45:12.770879,
False,70,158,97,2018-06-13 11:45:12.787529,
False,70,156,97,2018-06-13 11:45:12.804188,
False,70,154,97,2018-06-13 11:45:12.820844,
False,70,153,97,2018-06-13 11:45:12.837547,
False,70,152,97,2018-06-13 11:45:12.854157,
False,70,150,97,2018-06-13 11:45:12.870864,
False,70,150,97,2018-06-13 11:45:12.887550,
False,70,149,97,2018-06-13 11:45:12.904211,
False,70,149,97,2018-06-13 11:45:12.920851,
False,70,150,97,2018-06-13 11:45:12.937538,
False,70,152,97,2018-06-13 11:45:12.954166,
False,70,155,97,2018-06-13 11:45:12.970845,
False,70,160,97,2018-06-13 11:45:12.987538,
False,70,165,97,2018-06-13 11:45:13.004172,
False,70,169,97,2018-06-13 11:45:13.020852,
False,70,175,97,2018-06-13 11:45:13.037551,
False,70,180,97,2018-06-13 11:45:13.054168,
False,70,185,97,2018-06-13 11:45:13.070845,
False,70,188,97,2018-06-13 11:45:13.087529,
False,70,191,97,2018-06-13 11:45:13.104190,
False,70,194,97,2018-06-13 11:45:13.120834,
False,70,195,97,2018-06-13 11:45:13.137537,
False,70,195,97,2018-06-13 11:45:13.154172,
False,70,195,97,2018-06-13 11:45:13.170841,
False,70,195,97,2018-06-13 11:45:13.187536,
False,70,194,97,2018-06-13 11:45:13.204155,
False,70,193,97,2018-06-13 11:45:13.220829,
False,70,192,97,2018-06-13 11:45:13.237549,
False,70,191,97,2018-06-13 11:45:13.254181,
False,70,190,97,2018-06-13 11:45:13.270818,
False,70,189,97,2018-06-13 11:45:13.287540,
True,77,187,96,2018-06-13 11:45:13.304199,
True,77,185,96,2018-06-13 11:45:13.320832,
