pulseWaveform1,pulseRate1,time1,pulseWaveform2,pulseRate2,time2
163,85,0.08195,165,79,0.00934
162,85,0.091718,164,79,0.026053
160,85,0.112519,162,79,0.042723
158,85,0.129196,161,79,0.059597
156,85,0.146152,159,79,0.076049
155,85,0.162519,158,79,0.092689
153,85,0.179176,156,79,0.109576
152,85,0.196208,155,79,0.126072
151,85,0.212551,154,79,0.142741
150,85,0.22917,153,79,0.15957
149,85,0.246262,152,79,0.176051
149,85,0.26251,152,79,0.192693
149,85,0.279164,151,79,0.209772
148,85,0.296495,151,79,0.22602
148,85,0.312484,150,79,0.242733
148,85,0.329209,150,79,0.259694
149,85,0.346419,150,79,0.276016
151,85,0.362499,151,79,0.292711
155,85,0.379206,153,79,0.309695
163,85,0.396173,158,79,0.326007
173,85,0.412489,166,79,0.342659
186,85,0.429155,175,79,0.359519
199,85,0.446151,185,79,0.376061
213,85,0.462508,196,79,0.392723
224,85,0.479174,204,79,0.409968
231,85,0.496542,209,79,0.426022
235,85,0.512489,211,79,0.442709
235,85,0.52917,210,79,0.459655
233,85,0.546286,207,79,0.476031
230,85,0.562499,203,78,0.492737
226,85,0.579179,196,78,0.509487
194,85,0.596192,190,78,0.526053
192,85,0.612517,183,78,0.5427
190,85,0.629186,178,78,0.560202
188,85,0.646256,172,78,0.576023
187,85,0.6625,168,78,0.592692
185,85,0.679166,166,78,0.609644
184,85,0.696434,165,78,0.626041
183,85,0.712506,165,78,0.642678
182,85,0.729171,165,78,0.659655
181,85,0.746151,167,78,0.676047
180,85,0.762529,168,78,0.692698
179,85,0.77914,168,78,0.70945
178,85,0.796322,169,78,0.726041
176,85,0.812489,169,78,0.742697
175,85,0.829189,169,78,0.759658
173,85,0.846186,168,78,0.776034
171,85,0.862587,167,78,0.792702
170,85,0.879174,165,78,0.809494
168,85,0.896399,163,78,0.826008
168,85,0.912512,161,78,0.842687
167,85,0.929156,160,78,0.85951
166,85,0.946232,159,78,0.87602
165,85,0.962507,157,78,0.892679
164,85,0.979156,157,78,0.909545
163,85,0.996383,156,78,0.926017
162,85,1.012503,156,78,0.942694
162,85,1.029183,155,78,0.959778
161,85,1.046161,154,78,0.97599
160,85,1.062519,154,78,0.99266
160,85,1.079194,153,78,1.0096
159,85,1.09616,153,78,1.026044
159,85,1.112489,152,78,1.042651
160,85,1.129196,153,78,1.060416
161,85,1.146338,156,78,1.076034
165,85,1.162498,161,78,1.092709
170,85,1.179174,168,78,1.109443
176,85,1.196302,178,78,1.126009
183,85,1.212493,189,78,1.142737
190,85,1.229164,199,78,1.159649
195,85,1.246205,208,78,1.176019
199,85,1.262486,214,78,1.192672
201,85,1.279161,216,78,1.209587
201,85,1.296249,215,78,1.226045
200,85,1.312502,212,78,1.242661
199,85,1.329151,208,78,1.25989
197,85,1.346191,202,78,1.276008
195,85,1.362532,195,78,1.292702
193,85,1.37922,189,78,1.30948
192,85,1.39637,182,78,1.326015
190,85,1.412494,176,78,1.342691
189,85,1.429194,172,78,1.359718
188,85,1.446512,169,78,1.376028
188,85,1.462487,168,78,1.392732
187,85,1.479202,168,78,1.409514
186,85,1.496603,168,78,1.426023
185,85,1.512489,168,78,1.442692
183,85,1.529172,169,78,1.459752
182,85,1.546205,170,78,1.47599
180,85,1.562498,171,78,1.492723
178,85,1.579168,170,78,1.509572
176,85,1.59628,170,78,1.525999
174,85,1.612495,169,78,1.54268
172,85,1.629154,168,78,1.559549
170,85,1.64614,168,78,1.576006
169,85,1.662492,165,78,1.592659
168,85,1.679151,164,78,1.60959
167,85,1.696232,162,78,1.626018
166,85,1.712475,160,78,1.642659
165,85,1.729161,158,78,1.659631
165,85,1.746123,156,78,1.676005
164,85,1.762492,156,78,1.692657
163,85,1.77917,155,78,1.709431
162,85,1.796307,154,78,1.726001
161,85,1.812472,154,78,1.742714
161,85,1.829184,154,78,1.759531
160,85,1.84633,153,78,1.776023
159,85,1.862504,152,78,1.792688
159,85,1.879168,152,78,1.809861
159,85,1.896381,151,78,1.826022
161,85,1.912493,153,78,1.842678
164,85,1.929156,155,78,1.859627
169,85,1.946201,161,78,1.876005
176,85,1.962492,169,78,1.892713
184,85,1.979143,179,78,1.909537
192,85,1.996195,190,78,1.926019
198,85,2.012485,200,78,1.942653
202,85,2.029144,209,78,1.959783
204,85,2.046079,214,78,1.976045
205,85,2.062507,216,78,1.99267
204,85,2.079158,215,78,2.009584
202,85,2.0966,211,78,2.02597
199,84,2.112515,206,78,2.042726
197,84,2.1292,200,78,2.059707
194,84,2.146203,193,78,2.076
191,84,2.1625,187,78,2.092678
189,84,2.179224,180,78,2.109555
187,84,2.196272,175,78,2.126008
185,84,2.2125,171,78,2.142701
184,84,2.229206,169,78,2.159603
183,84,2.246314,168,78,2.176005
182,84,2.262487,168,78,2.192667
181,84,2.279156,169,78,2.209569
179,84,2.295963,170,78,2.226007
177,84,2.312497,171,78,2.242674
175,84,2.329168,172,78,2.259743
173,84,2.346044,173,78,2.276025
171,84,2.362555,172,78,2.292661
168,84,2.379203,171,78,2.309598
167,84,2.396281,171,78,2.326
165,84,2.412475,169,78,2.342658
162,84,2.429173,168,78,2.359575
160,84,2.44609,167,78,2.376025
158,84,2.462474,166,78,2.39265
157,84,2.479155,164,78,2.409937
155,84,2.496517,163,78,2.426139
154,84,2.512473,162,78,2.442716
153,84,2.529143,161,78,2.45966
152,84,2.546122,160,78,2.476001
151,84,2.562461,160,78,2.492684
150,84,2.579121,159,78,2.509502
149,84,2.59636,159,78,2.526004
149,84,2.612467,159,78,2.542701
148,84,2.629127,158,78,2.559693
148,84,2.646324,157,78,2.576057
147,84,2.662478,157,78,2.592654
148,84,2.679127,158,78,2.609647
150,84,2.696545,161,78,2.626015
153,84,2.712485,167,78,2.642695
157,84,2.729134,173,78,2.659564
163,84,2.746376,182,78,2.675949
168,84,2.762675,193,78,2.692721
173,84,2.779142,202,78,2.709497
177,84,2.796084,210,78,2.725981
179,84,2.812484,214,78,2.742711
180,84,2.829135,216,78,2.759652
180,84,2.846115,215,78,2.775991
178,84,2.862521,211,78,2.79265
176,84,2.879209,206,78,2.809894
174,84,2.896059,200,78,2.825982
172,84,2.912479,193,78,2.842661
169,84,2.92913,187,78,2.859682
168,84,2.946271,181,78,2.875984
167,84,2.962493,176,78,2.89267
166,84,2.979144,173,78,2.909599
165,84,2.99654,170,78,2.925978
165,84,3.01248,169,78,2.942662
164,84,3.029167,170,78,2.959538
163,84,3.046355,170,78,2.975977
163,84,3.062478,171,78,2.992668
162,84,3.079178,173,78,3.009543
161,84,3.096126,174,78,3.02599
160,84,3.112463,174,78,3.042653
160,84,3.129179,174,78,3.059859
159,84,3.146162,174,78,3.076034
158,84,3.162507,172,78,3.092666
157,84,3.179209,171,78,3.109553
156,84,3.19617,170,78,3.126037
155,84,3.212517,168,78,3.142682
155,84,3.229175,168,78,3.15955
154,84,3.246245,166,78,3.175998
154,84,3.262483,165,78,3.192675
153,84,3.279138,164,78,3.209723
153,84,3.29615,163,78,3.225998
153,84,3.312485,162,78,3.242678
153,84,3.329164,161,78,3.259539
153,84,3.346176,161,78,3.275995
152,84,3.362556,160,78,3.292705
152,84,3.379179,159,78,3.309436
152,84,3.396429,159,78,3.325962
152,84,3.412504,158,78,3.342689
152,84,3.429135,158,78,3.359506
153,84,3.446088,158,78,3.375982
154,84,3.462494,160,78,3.392656
157,84,3.479181,165,78,3.410143
162,84,3.496619,171,78,3.426011
167,84,3.512497,180,78,3.442702
172,84,3.529182,190,78,3.459843
178,84,3.546191,201,78,3.475978
183,84,3.5626,209,78,3.492663
187,84,3.579172,215,78,3.509545
189,84,3.595847,218,78,3.525966
190,84,3.612462,218,78,3.542677
189,84,3.629212,215,78,3.559492
187,84,3.645798,210,78,3.575994
185,84,3.66249,203,78,3.592899
183,84,3.679309,196,78,3.609333
181,84,3.695811,190,78,3.626003
179,84,3.712473,184,78,3.642779
177,84,3.729215,178,78,3.659316
175,84,3.745799,174,78,3.676047
174,84,3.76248,171,78,3.692826
173,84,3.779179,170,78,3.709379
172,84,3.795831,169,78,3.726103
171,84,3.812473,169,78,3.742696
170,84,3.829189,170,78,3.759521
169,84,3.845794,171,78,3.775964
168,84,3.862506,171,78,3.79301
168,84,3.879191,171,78,3.809325
166,84,3.895814,171,78,3.825988
165,84,3.912449,170,78,3.842844
164,84,3.92922,170,78,3.859321
163,84,3.945851,168,78,3.875954
162,84,3.962473,167,78,3.893035
162,84,3.979237,165,78,3.909295
161,84,3.99583,164,78,3.925947
160,84,4.01246,162,78,3.942797
160,84,4.029214,160,78,3.959291
159,84,4.045834,158,78,3.975935
159,84,4.062452,157,78,3.992876
158,84,4.07921,156,78,4.009324
158,84,4.095797,155,78,4.025943
158,84,4.112462,154,78,4.042859
157,84,4.129176,153,78,4.059317
157,84,4.145849,153,78,4.075952
157,84,4.162462,152,78,4.092851
157,84,4.179246,151,78,4.109275
157,84,4.195803,150,78,4.125963
157,84,4.212483,149,78,4.142898
157,84,4.229197,150,78,4.159285
159,84,4.245828,151,78,4.175948
163,84,4.262485,155,78,4.192808
168,84,4.279223,162,78,4.209257
174,84,4.29584,171,78,4.225956
182,84,4.31247,181,78,4.242807
189,84,4.329211,192,78,4.25931
195,84,4.345841,202,78,4.275952
199,84,4.362458,209,78,4.292831
201,84,4.379218,212,78,4.309295
202,84,4.395771,212,78,4.325948
201,84,4.412438,211,78,4.343062
199,84,4.429202,206,78,4.359291
197,84,4.44578,201,78,4.375939
195,84,4.46244,194,78,4.392783
192,84,4.479225,187,78,4.409319
190,84,4.495868,181,78,4.425946
188,84,4.512447,175,78,4.442903
186,84,4.529222,170,78,4.459286
185,84,4.545797,168,78,4.475946
184,84,4.562453,166,78,4.492806
183,84,4.579228,165,78,4.509295
182,84,4.5958,164,78,4.525934
181,84,4.612454,165,78,4.542906
180,84,4.62924,166,78,4.559299
178,84,4.645802,167,78,4.575979
177,84,4.662457,167,78,4.592912
175,84,4.67923,168,78,4.609268
173,84,4.6958,167,78,4.625944
172,84,4.712446,166,78,4.642826
170,84,4.729208,165,78,4.659258
168,84,4.745813,163,78,4.675933
168,84,4.762442,161,78,4.692797
167,84,4.779226,159,78,4.709288
165,84,4.795864,157,78,4.725936
164,84,4.81245,155,78,4.742881
163,84,4.829138,153,78,4.759277
162,84,4.845808,152,78,4.775908
161,84,4.862462,150,78,4.792808
161,84,4.879124,149,78,4.809295
160,84,4.895811,149,78,4.825947
159,84,4.912455,149,78,4.842799
159,84,4.929138,149,78,4.859313
158,84,4.94583,148,78,4.875956
158,84,4.962448,148,78,4.892823
157,84,4.979176,148,78,4.90929
156,84,4.995771,147,78,4.925933
156,84,5.012453,146,78,4.942847
155,84,5.029154,145,78,4.959297
155,84,5.045804,145,78,4.97594
157,84,5.062455,146,78,4.992826
160,84,5.079157,150,78,5.009299
166,84,5.09577,156,78,5.025945
172,84,5.112428,164,78,5.042844
179,84,5.129158,174,78,5.0593
187,84,5.145824,186,78,5.07596
193,84,5.16244,197,78,5.093007
198,84,5.179194,207,78,5.109307
200,84,5.19582,213,78,5.125932
201,84,5.212429,215,78,5.142876
200,84,5.229138,214,78,5.159276
199,84,5.245786,211,78,5.175913
197,84,5.262444,206,78,5.193014
194,84,5.279147,199,78,5.209279
191,84,5.29578,192,78,5.225917
189,84,5.312437,185,78,5.242846
187,84,5.329166,178,78,5.259255
185,84,5.345797,172,78,5.275925
184,84,5.362451,168,78,5.292929
183,84,5.379174,165,78,5.309309
182,84,5.395815,164,78,5.32591
181,84,5.412473,164,78,5.34287
180,84,5.429149,164,78,5.359281
179,84,5.445815,165,78,5.375922
177,84,5.462439,166,78,5.393191
176,84,5.479138,167,78,5.409296
174,84,5.495802,167,78,5.425924
172,84,5.512459,167,78,5.443299
170,84,5.529158,166,78,5.459289
168,84,5.545803,165,78,5.475968
167,84,5.562447,164,78,5.49304
165,84,5.579129,162,78,5.509248
164,84,5.59576,160,78,5.525942
162,84,5.61246,158,78,5.542712
161,84,5.629133,156,78,5.559308
160,84,5.645758,154,78,5.575949
158,84,5.662448,153,78,5.592831
158,84,5.679126,151,78,5.60928
157,84,5.695822,151,78,5.625972
156,84,5.712469,150,78,5.642938
155,84,5.729122,150,78,5.659271
155,84,5.745873,149,78,5.675988
154,84,5.762417,149,78,5.692715
154,84,5.77913,150,78,5.709273
153,84,5.795759,150,78,5.725983
152,84,5.812432,149,78,5.742904
152,84,5.829125,149,78,5.75926
151,84,5.845784,148,78,5.775912
151,84,5.862444,148,78,5.793038
150,84,5.879182,147,78,5.809282
151,84,5.895788,147,78,5.825915
152,84,5.912445,148,78,5.842755
155,84,5.929137,152,78,5.859281
160,84,5.945784,158,78,5.875926
166,84,5.962426,167,78,5.892735
172,84,5.979156,177,78,5.909237
179,84,5.995791,188,78,5.925919
185,84,6.012403,199,78,5.94288
189,84,6.029136,207,78,5.959272
191,84,6.045764,212,78,5.975939
191,84,6.062469,213,78,5.992815
190,84,6.079147,212,78,6.009297
189,84,6.095788,208,78,6.025923
186,84,6.112424,203,78,6.04272
184,84,6.129168,197,78,6.059282
182,84,6.145806,190,78,6.075918
179,84,6.16245,183,78,6.092815
177,84,6.179216,177,78,6.109297
176,84,6.1958,172,78,6.125952
175,84,6.212461,168,78,6.142941
173,84,6.229097,166,78,6.159261
172,84,6.24588,165,78,6.175954
171,84,6.262441,165,78,6.192771
171,84,6.279105,167,78,6.209258
170,84,6.295771,168,78,6.225991
169,84,6.312433,168,78,6.242837
168,84,6.329102,169,78,6.259235
167,84,6.345748,170,78,6.275929
166,84,6.362452,169,78,6.292946
165,84,6.379521,169,78,6.309256
164,84,6.395794,168,78,6.325982
163,84,6.412438,168,78,6.342811
161,84,6.429128,166,78,6.359257
160,84,6.445749,165,78,6.375909
159,84,6.462416,163,78,6.392794
157,84,6.479136,162,78,6.409276
156,84,6.495772,160,78,6.425906
155,84,6.512425,158,78,6.44289
154,84,6.529387,157,78,6.459285
153,84,6.545796,156,78,6.475908
153,84,6.562441,155,78,6.492765
152,84,6.579116,155,78,6.509235
152,84,6.595786,155,78,6.52596
151,84,6.612427,154,78,6.542732
151,84,6.629159,154,78,6.55924
150,84,6.64576,153,78,6.575955
150,84,6.66244,153,78,6.592773
149,84,6.679161,152,78,6.609269
149,84,6.695755,151,78,6.625916
149,84,6.712437,151,78,6.642985
150,84,6.72924,152,78,6.659294
152,84,6.745799,154,78,6.675917
155,84,6.762479,159,78,6.692814
159,84,6.779152,167,78,6.709242
165,84,6.795774,175,78,6.725915
169,84,6.812423,186,78,6.742965
174,84,6.829139,196,78,6.75926
179,84,6.845765,205,78,6.775967
181,84,6.862412,210,78,6.793101
182,84,6.879284,213,78,6.809291
182,84,6.895786,212,78,6.8259
181,84,6.912436,209,78,6.843063
179,84,6.929111,204,78,6.859279
177,84,6.945791,197,78,6.875921
175,84,6.962456,190,78,6.892824
173,84,6.979098,183,78,6.909234
171,84,6.995738,176,78,6.925889
169,84,7.012467,171,78,6.942748
168,84,7.029143,167,78,6.959211
168,84,7.045745,164,78,6.975949
167,84,7.062443,163,78,6.992925
167,84,7.079124,163,78,7.00923
166,84,7.095747,164,78,7.025919
166,84,7.112431,165,78,7.042763
165,84,7.129138,167,78,7.05925
164,84,7.145782,168,78,7.075892
163,84,7.162408,169,78,7.092945
162,84,7.179352,169,78,7.109239
161,84,7.195759,169,78,7.125958
160,84,7.212409,168,78,7.142735
159,84,7.229155,168,78,7.159239
158,84,7.245756,166,78,7.175944
157,84,7.262468,164,78,7.192839
156,84,7.279163,162,78,7.209224
155,84,7.295765,161,78,7.225904
155,84,7.312423,160,78,7.242812
155,84,7.32914,158,78,7.259247
154,84,7.34574,157,78,7.275898
154,84,7.362459,156,78,7.293061
154,84,7.379262,155,78,7.309247
154,84,7.395786,155,78,7.325891
154,84,7.412402,154,78,7.342825
154,84,7.429202,153,78,7.359264
153,84,7.445776,153,78,7.375935
153,84,7.462406,152,78,7.392829
153,84,7.47915,152,78,7.409262
153,84,7.495778,151,78,7.425946
154,84,7.512417,151,78,7.443408
154,84,7.529348,152,78,7.459231
156,84,7.545791,154,78,7.475908
160,84,7.562466,159,78,7.492816
165,84,7.579142,166,78,7.509225
170,84,7.595764,175,78,7.525925
177,84,7.612428,186,78,7.542856
183,84,7.629162,196,78,7.559231
188,84,7.645756,205,78,7.575879
191,84,7.662408,211,78,7.592965
193,84,7.679111,214,78,7.609208
192,84,7.695724,213,78,7.625907
191,84,7.712425,211,78,7.642901
189,84,7.72912,206,77,7.659261
187,84,7.745749,200,77,7.675883
185,84,7.762393,193,77,7.692989
182,84,7.779136,186,77,7.709232
180,84,7.795725,180,77,7.725897
179,84,7.812388,173,77,7.742898
177,84,7.829111,169,77,7.759238
177,84,7.845732,166,77,7.775862
176,84,7.862399,163,77,7.794684
175,84,7.879154,162,77,7.80926
174,84,7.895771,163,77,7.82589
173,84,7.912403,164,77,7.842769
172,84,7.929138,165,77,7.859221
171,84,7.945758,166,77,7.875943
170,84,7.962438,167,77,7.892966
169,84,7.979124,168,77,7.909221
168,84,7.995743,168,77,7.925946
167,84,8.012385,167,77,7.942892
166,84,8.029153,166,77,7.959232
165,84,8.045777,164,77,7.975956
163,84,8.062379,162,77,7.993015
162,84,8.079164,160,77,8.009251
161,84,8.095738,158,77,8.025899
160,84,8.112412,156,77,8.042896
159,84,8.129144,154,77,8.059291
158,84,8.145775,153,77,8.075924
158,84,8.162408,152,77,8.092637
157,84,8.179432,152,77,8.109252
157,84,8.195764,151,77,8.125954
156,84,8.212448,150,77,8.142836
156,84,8.229149,150,77,8.159216
155,84,8.245778,150,77,8.175859
155,84,8.262411,149,77,8.192897
154,84,8.279127,149,77,8.209214
154,84,8.295752,148,77,8.225908
154,84,8.312432,148,77,8.242904
154,84,8.329153,147,77,8.259207
155,84,8.34574,148,77,8.275877
157,84,8.362406,152,77,8.293145
162,84,8.379591,158,77,8.309231
168,84,8.395748,166,77,8.325874
173,84,8.412422,176,77,8.342899
180,84,8.429143,189,77,8.359222
186,84,8.445746,200,77,8.375933
190,84,8.462392,209,77,8.392861
192,84,8.479149,214,77,8.409241
192,84,8.495747,216,77,8.425897
192,84,8.512403,215,77,8.442722
190,84,8.529534,212,77,8.459244
188,84,8.545728,206,77,8.475933
186,84,8.562407,200,77,8.4929
184,84,8.579102,192,77,8.509268
182,84,8.595757,185,77,8.525897
180,84,8.612383,179,77,8.542997
179,84,8.629129,173,77,8.559248
178,84,8.645728,168,77,8.575892
177,84,8.662388,166,77,8.592805
176,84,8.679211,164,77,8.609248
175,84,8.695744,164,77,8.625876
174,84,8.712396,164,77,8.642829
174,84,8.729105,165,77,8.659226
173,84,8.745733,167,77,8.675877
172,84,8.762407,168,77,8.692881
171,84,8.779155,168,77,8.709218
169,84,8.795728,168,77,8.725899
168,84,8.812392,168,77,8.743092
167,84,8.829203,167,77,8.759212
165,84,8.845746,166,77,8.775936
164,84,8.862445,164,77,8.792883
162,84,8.879212,162,77,8.809251
161,84,8.89578,160,77,8.825871
160,84,8.912441,158,77,8.842866
159,84,8.929289,157,77,8.85923
158,84,8.94576,155,77,8.875877
157,84,8.962401,154,77,8.892834
157,84,8.979261,153,77,8.90919
156,84,8.995736,152,77,8.925901
156,84,9.012443,152,77,8.94297
156,84,9.029121,151,77,8.959193
155,84,9.045716,151,77,8.975857
155,84,9.062373,151,77,8.992657
154,84,9.079455,150,77,9.009232
154,84,9.095753,149,77,9.025876
154,84,9.112401,149,77,9.042928
155,84,9.129102,149,77,9.059281
156,84,9.145854,149,77,9.075859
159,84,9.16239,152,77,9.092932
164,84,9.179444,158,77,9.109249
169,84,9.195732,167,77,9.125865
176,84,9.212383,177,77,9.142889
182,84,9.22933,189,77,9.159228
187,84,9.245717,200,77,9.17587
191,84,9.262379,209,77,9.192798
193,84,9.279345,215,77,9.209233
193,84,9.295744,217,77,9.225866
192,84,9.312399,216,77,9.243194
190,84,9.329174,213,77,9.259227
188,84,9.345721,207,77,9.275912
186,84,9.362383,201,77,9.293436
184,84,9.379392,193,77,9.309194
182,84,9.395785,186,77,9.325893
180,84,9.412397,180,77,9.342829
179,84,9.42941,174,77,9.359192
178,84,9.445732,169,77,9.375851
178,84,9.462397,167,77,9.392853
177,84,9.479471,165,77,9.409232
176,84,9.495758,165,77,9.425894
175,84,9.512406,166,77,9.442934
174,84,9.529466,167,77,9.459187
173,84,9.545747,168,77,9.475855
172,84,9.562383,169,77,9.492881
171,84,9.579535,169,77,9.509191
169,84,9.595735,169,77,9.525899
168,84,9.612416,169,77,9.543051
168,84,9.629391,168,77,9.559193
166,84,9.645734,167,77,9.575843
165,84,9.662385,165,77,9.593007
164,84,9.679073,163,77,9.609202
163,84,9.695703,162,77,9.625858
163,84,9.712446,160,77,9.64307
162,84,9.729095,159,77,9.659207
162,84,9.745729,157,77,9.675867
161,84,9.76241,156,77,9.692991
161,84,9.779338,155,77,9.709203
160,84,9.795735,154,77,9.725897
160,84,9.8124,154,77,9.742836
159,84,9.829442,154,77,9.759202
159,84,9.845727,153,77,9.77587
158,84,9.862391,153,77,9.793268
157,84,9.879439,153,77,9.80924
156,84,9.895737,153,77,9.825906
156,84,9.912379,152,77,9.843024
157,84,9.929708,152,77,9.859203
159,84,9.94575,154,77,9.875896
162,84,9.962381,159,77,9.89275
168,84,9.9798,166,77,9.909173
172,84,9.995732,174,77,9.925878
178,84,10.012402,185,77,9.943012
184,84,10.029272,196,77,9.959215
188,84,10.045732,206,77,9.975868
189,84,10.062369,212,77,9.992739
190,84,10.079526,216,77,10.009183
189,84,10.09575,216,77,10.025834
187,83,10.112389,214,77,10.042963
185,83,10.129134,210,77,10.059214
182,83,10.145744,203,77,10.075829
179,83,10.162405,197,77,10.092871
177,83,10.179334,190,77,10.109164
174,83,10.195757,184,77,10.125854
172,83,10.212389,178,77,10.142779
171,83,10.229433,173,77,10.159201
170,83,10.245721,170,77,10.175858
170,83,10.262404,168,77,10.192868
169,83,10.27931,168,77,10.209185
169,83,10.295699,168,77,10.225855
168,83,10.312374,169,77,10.242828
168,83,10.329352,170,77,10.259242
167,83,10.345706,172,77,10.275832
166,83,10.36242,173,77,10.292916
165,83,10.379402,173,77,10.309243
163,83,10.395761,173,77,10.325864
162,83,10.412381,172,77,10.342911
161,83,10.429324,171,77,10.359252
160,83,10.445719,169,77,10.375903
159,83,10.462398,168,77,10.392859
158,83,10.47926,168,77,10.409213
158,83,10.495701,166,77,10.425885
157,83,10.512396,165,77,10.442769
157,83,10.529403,164,77,10.459201
157,83,10.545697,163,77,10.475897
156,83,10.562362,162,77,10.492738
156,83,10.579298,161,77,10.509172
156,83,10.595709,160,77,10.525834
155,83,10.612364,159,77,10.54316
155,83,10.629301,158,77,10.559207
154,83,10.645725,157,77,10.575856
154,83,10.662366,157,77,10.592721
154,83,10.67935,157,77,10.609161
155,83,10.69571,158,77,10.62585
158,83,10.71237,161,77,10.642921
162,83,10.729399,167,77,10.659247
167,83,10.74571,174,77,10.675886
172,83,10.762388,184,77,10.692943
178,83,10.779483,195,77,10.709176
183,83,10.795723,205,77,10.725884
187,83,10.812426,214,77,10.742793
188,83,10.829339,219,77,10.759223
188,83,10.845699,221,77,10.775872
187,83,10.862373,219,77,10.793199
186,82,10.879263,215,77,10.809174
184,82,10.895718,210,77,10.825935
182,82,10.912427,203,77,10.842788
180,82,10.929318,196,77,10.859224
178,82,10.945701,189,77,10.875849
177,82,10.962373,183,77,10.892788
176,82,10.979297,177,77,10.909182
175,82,10.995729,172,77,10.925826
174,82,11.012382,170,77,10.942844
173,82,11.029341,168,77,10.959242
173,82,11.045676,168,77,10.975853
172,82,11.062382,168,77,10.992691
171,82,11.079317,168,77,11.00916
170,82,11.095727,169,77,11.025883
169,82,11.112357,170,77,11.043108
168,82,11.129396,170,77,11.059202
167,82,11.145692,169,77,11.075834
166,82,11.162342,168,77,11.092975
164,82,11.179226,168,77,11.109172
162,82,11.195709,166,77,11.125881
161,82,11.212351,164,77,11.14279
160,82,11.229328,162,77,11.159217
159,82,11.245695,161,77,11.175887
158,82,11.262375,159,77,11.192845
157,82,11.279548,157,77,11.209166
157,82,11.295718,155,77,11.225857
156,82,11.312353,154,77,11.242632
156,82,11.329263,152,77,11.259226
156,82,11.345693,151,77,11.275879
156,82,11.362358,150,77,11.292888
156,82,11.379275,149,77,11.309167
156,82,11.395726,149,77,11.32588
157,82,11.412386,148,77,11.342824
159,82,11.429259,149,77,11.359212
162,82,11.445705,150,77,11.375824
167,82,11.462396,153,77,11.392857
172,82,11.479309,159,77,11.409193
179,82,11.495696,168,77,11.425878
185,82,11.512385,177,77,11.442829
191,82,11.529538,188,77,11.459188
195,82,11.545709,198,77,11.475834
197,82,11.562374,206,77,11.492875
197,82,11.579474,210,77,11.509168
196,82,11.595658,212,77,11.525866
195,82,11.612362,210,77,11.542829
193,82,11.629251,206,77,11.559241
191,82,11.645677,201,77,11.575835
189,82,11.662363,194,77,11.592911
187,82,11.679352,187,77,11.60918
185,82,11.695726,181,77,11.625839
184,82,11.712371,175,77,11.642809
182,82,11.729378,170,77,11.659253
182,82,11.745684,166,77,11.675875
181,82,11.762362,164,77,11.692796
181,82,11.779274,162,77,11.709149
180,82,11.795716,162,77,11.725825
180,82,11.81238,162,77,11.742909
179,82,11.829373,163,77,11.759254
177,82,11.845681,165,77,11.775837
176,82,11.862399,165,77,11.792895
174,82,11.879334,166,77,11.809218
173,82,11.89575,166,77,11.825834
171,82,11.912387,165,77,11.842665
170,82,11.929268,164,77,11.85932
169,82,11.94569,162,77,11.87581
168,82,11.962383,160,77,11.892879
168,82,11.979454,159,77,11.909174
167,82,11.995685,157,77,11.925814
166,82,12.012426,155,77,11.942856
166,82,12.029343,154,77,11.959263
165,82,12.045675,153,77,11.97582
165,82,12.062382,153,77,11.992801
164,82,12.07936,151,77,12.009177
164,82,12.095695,150,77,12.025808
163,82,12.11238,150,77,12.042886
163,82,12.129585,149,77,12.059179
162,82,12.145717,148,77,12.075807
162,82,12.16236,147,77,12.093194
163,82,12.179228,147,77,12.109189
166,82,12.19574,148,77,12.12595
169,82,12.212401,152,77,12.142832
174,82,12.229337,158,77,12.159205
180,82,12.245694,166,77,12.175821
186,82,12.262392,176,77,12.192947
190,82,12.279273,187,77,12.20918
193,82,12.295674,198,77,12.2258
195,82,12.312374,207,77,12.242796
195,82,12.329204,212,77,12.259244
194,82,12.345662,213,77,12.275841
193,82,12.362384,212,77,12.292803
191,81,12.379384,209,77,12.309142
188,81,12.395718,203,77,12.325822
186,81,12.412387,197,77,12.342875
184,81,12.429284,191,77,12.359174
182,81,12.445694,184,77,12.375842
180,81,12.462414,178,77,12.392789
178,81,12.479453,173,77,12.409193
178,81,12.495702,169,77,12.425842
177,81,12.512411,167,77,12.442755
176,81,12.529382,166,77,12.459183
175,81,12.545698,166,77,12.475796
175,81,12.562385,167,77,12.492786
174,81,12.579292,168,77,12.509148
173,81,12.595661,168,77,12.525817
171,81,12.612402,168,77,12.542926
170,81,12.629204,169,77,12.559177
169,81,12.645705,169,77,12.575813
168,81,12.66239,168,77,12.592715
167,81,12.679304,167,77,12.609152
165,81,12.695693,165,77,12.625791
164,81,12.712386,163,77,12.642956
163,81,12.72937,161,77,12.659174
162,81,12.745685,159,77,12.675823
161,81,12.762404,157,77,12.692871
161,81,12.779425,156,77,12.709139
160,81,12.795693,154,77,12.725806
160,81,12.812362,153,77,12.742811
159,81,12.829239,152,77,12.759176
159,81,12.845674,151,77,12.775917
159,81,12.862428,151,77,12.792825
158,81,12.879215,150,77,12.809177
157,81,12.895707,149,77,12.825827
157,81,12.912415,149,77,12.842871
157,81,12.929395,148,77,12.859209
157,81,12.945664,148,77,12.875819
160,81,12.962397,149,77,12.892817
163,81,12.979293,151,77,12.909178
